Year,State,CoC Number,CoC Name,Measures,Count
1/1/2011,TX,TX-607,Texas Balance of State (BoS) CoC,Chronically Homeless People in Families,418
1/1/2011,TX,TX-607,Texas Balance of State (BoS) CoC,Homeless Individuals,"8,915"
1/1/2011,TX,TX-607,Texas Balance of State (BoS) CoC,Homeless People in Families,"5,728"
1/1/2011,TX,TX-607,Texas Balance of State (BoS) CoC,Homeless Veterans,"1,840"
1/1/2011,TX,TX-607,Texas Balance of State (BoS) CoC,Sheltered Chronically Homeless,987
1/1/2011,TX,TX-607,Texas Balance of State (BoS) CoC,Sheltered Chronically Homeless Individuals,749
1/1/2011,TX,TX-607,Texas Balance of State (BoS) CoC,Sheltered Chronically Homeless People in Families,238
1/1/2011,TX,TX-607,Texas Balance of State (BoS) CoC,Sheltered Homeless,"4,054"
1/1/2011,TX,TX-607,Texas Balance of State (BoS) CoC,Sheltered Homeless Individuals,"2,499"
1/1/2011,TX,TX-607,Texas Balance of State (BoS) CoC,Sheltered Homeless People in Families,"1,555"
1/1/2011,TX,TX-607,Texas Balance of State (BoS) CoC,Sheltered Homeless Veterans,515
1/1/2011,TX,TX-607,Texas Balance of State (BoS) CoC,Total Homeless,"14,643"
1/1/2011,TX,TX-607,Texas Balance of State (BoS) CoC,Unsheltered Chronically Homeless,"2,332"
1/1/2011,TX,TX-607,Texas Balance of State (BoS) CoC,Unsheltered Chronically Homeless Individuals,"2,152"
1/1/2011,TX,TX-607,Texas Balance of State (BoS) CoC,Unsheltered Chronically Homeless People in Families,180
1/1/2011,TX,TX-607,Texas Balance of State (BoS) CoC,Unsheltered Homeless,"10,589"
1/1/2011,TX,TX-607,Texas Balance of State (BoS) CoC,Unsheltered Homeless Individuals,"6,416"
1/1/2011,TX,TX-607,Texas Balance of State (BoS) CoC,Unsheltered Homeless People in Families,"4,173"
1/1/2011,TX,TX-607,Texas Balance of State (BoS) CoC,Unsheltered Homeless Veterans,"1,325"
1/1/2011,TX,TX-611,Amarillo CoC,Chronically Homeless,65
1/1/2011,TX,TX-611,Amarillo CoC,Chronically Homeless Individuals,65
1/1/2011,TX,TX-611,Amarillo CoC,Chronically Homeless People in Families,0
1/1/2011,TX,TX-611,Amarillo CoC,Homeless Individuals,277
1/1/2011,TX,TX-611,Amarillo CoC,Homeless People in Families,162
1/1/2011,TX,TX-611,Amarillo CoC,Homeless Veterans,47
1/1/2011,TX,TX-611,Amarillo CoC,Sheltered Chronically Homeless,36
1/1/2011,TX,TX-611,Amarillo CoC,Sheltered Chronically Homeless Individuals,36
1/1/2011,TX,TX-611,Amarillo CoC,Sheltered Chronically Homeless People in Families,0
1/1/2011,TX,TX-611,Amarillo CoC,Sheltered Homeless,399
1/1/2011,TX,TX-611,Amarillo CoC,Sheltered Homeless Individuals,237
1/1/2011,TX,TX-611,Amarillo CoC,Sheltered Homeless People in Families,162
1/1/2011,TX,TX-611,Amarillo CoC,Sheltered Homeless Veterans,39
1/1/2011,TX,TX-611,Amarillo CoC,Total Homeless,439
1/1/2011,TX,TX-611,Amarillo CoC,Unsheltered Chronically Homeless,29
1/1/2011,TX,TX-611,Amarillo CoC,Unsheltered Chronically Homeless Individuals,29
1/1/2011,TX,TX-611,Amarillo CoC,Unsheltered Chronically Homeless People in Families,0
1/1/2011,TX,TX-611,Amarillo CoC,Unsheltered Homeless,40
1/1/2011,TX,TX-611,Amarillo CoC,Unsheltered Homeless Individuals,40
1/1/2011,TX,TX-611,Amarillo CoC,Unsheltered Homeless People in Families,0
1/1/2011,TX,TX-611,Amarillo CoC,Unsheltered Homeless Veterans,8
1/1/2011,TX,TX-624,"Wichita Falls/Wise, Palo Pinto, Wichita, Archer Counties CoC",Chronically Homeless,197
1/1/2011,TX,TX-624,"Wichita Falls/Wise, Palo Pinto, Wichita, Archer Counties CoC",Chronically Homeless Individuals,161
1/1/2011,TX,TX-624,"Wichita Falls/Wise, Palo Pinto, Wichita, Archer Counties CoC",Chronically Homeless People in Families,36
1/1/2011,TX,TX-624,"Wichita Falls/Wise, Palo Pinto, Wichita, Archer Counties CoC",Homeless Individuals,193
1/1/2011,TX,TX-624,"Wichita Falls/Wise, Palo Pinto, Wichita, Archer Counties CoC",Homeless People in Families,41
1/1/2011,TX,TX-624,"Wichita Falls/Wise, Palo Pinto, Wichita, Archer Counties CoC",Homeless Veterans,15
1/1/2011,TX,TX-624,"Wichita Falls/Wise, Palo Pinto, Wichita, Archer Counties CoC",Sheltered Chronically Homeless,145
1/1/2011,TX,TX-624,"Wichita Falls/Wise, Palo Pinto, Wichita, Archer Counties CoC",Sheltered Chronically Homeless Individuals,135
1/1/2011,TX,TX-624,"Wichita Falls/Wise, Palo Pinto, Wichita, Archer Counties CoC",Sheltered Chronically Homeless People in Families,10
1/1/2011,TX,TX-624,"Wichita Falls/Wise, Palo Pinto, Wichita, Archer Counties CoC",Sheltered Homeless,208
1/1/2011,TX,TX-624,"Wichita Falls/Wise, Palo Pinto, Wichita, Archer Counties CoC",Sheltered Homeless Individuals,167
1/1/2011,TX,TX-624,"Wichita Falls/Wise, Palo Pinto, Wichita, Archer Counties CoC",Sheltered Homeless People in Families,41
1/1/2011,TX,TX-624,"Wichita Falls/Wise, Palo Pinto, Wichita, Archer Counties CoC",Sheltered Homeless Veterans,10
1/1/2011,TX,TX-624,"Wichita Falls/Wise, Palo Pinto, Wichita, Archer Counties CoC",Total Homeless,234
1/1/2011,TX,TX-624,"Wichita Falls/Wise, Palo Pinto, Wichita, Archer Counties CoC",Unsheltered Chronically Homeless,52
1/1/2011,TX,TX-624,"Wichita Falls/Wise, Palo Pinto, Wichita, Archer Counties CoC",Unsheltered Chronically Homeless Individuals,26
1/1/2011,TX,TX-624,"Wichita Falls/Wise, Palo Pinto, Wichita, Archer Counties CoC",Unsheltered Chronically Homeless People in Families,26
1/1/2011,TX,TX-624,"Wichita Falls/Wise, Palo Pinto, Wichita, Archer Counties CoC",Unsheltered Homeless,26
1/1/2011,TX,TX-624,"Wichita Falls/Wise, Palo Pinto, Wichita, Archer Counties CoC",Unsheltered Homeless Individuals,26
1/1/2011,TX,TX-624,"Wichita Falls/Wise, Palo Pinto, Wichita, Archer Counties CoC",Unsheltered Homeless People in Families,0
1/1/2011,TX,TX-624,"Wichita Falls/Wise, Palo Pinto, Wichita, Archer Counties CoC",Unsheltered Homeless Veterans,5
1/1/2011,TX,TX-700,"Houston, Pasadena, Conroe/Harris, Ft. Bend, Montgomery, Counties CoC",Chronically Homeless,"1,914"
1/1/2011,TX,TX-700,"Houston, Pasadena, Conroe/Harris, Ft. Bend, Montgomery, Counties CoC",Chronically Homeless Individuals,"1,791"
1/1/2011,TX,TX-700,"Houston, Pasadena, Conroe/Harris, Ft. Bend, Montgomery, Counties CoC",Chronically Homeless People in Families,123
1/1/2011,TX,TX-700,"Houston, Pasadena, Conroe/Harris, Ft. Bend, Montgomery, Counties CoC",Homeless Individuals,"6,293"
1/1/2011,TX,TX-700,"Houston, Pasadena, Conroe/Harris, Ft. Bend, Montgomery, Counties CoC",Homeless People in Families,"2,178"
1/1/2011,TX,TX-700,"Houston, Pasadena, Conroe/Harris, Ft. Bend, Montgomery, Counties CoC",Homeless Veterans,"1,146"
1/1/2011,TX,TX-700,"Houston, Pasadena, Conroe/Harris, Ft. Bend, Montgomery, Counties CoC",Sheltered Chronically Homeless,323
1/1/2011,TX,TX-700,"Houston, Pasadena, Conroe/Harris, Ft. Bend, Montgomery, Counties CoC",Sheltered Chronically Homeless Individuals,264
1/1/2011,TX,TX-700,"Houston, Pasadena, Conroe/Harris, Ft. Bend, Montgomery, Counties CoC",Sheltered Chronically Homeless People in Families,59
1/1/2011,TX,TX-700,"Houston, Pasadena, Conroe/Harris, Ft. Bend, Montgomery, Counties CoC",Sheltered Homeless,"4,053"
1/1/2011,TX,TX-700,"Houston, Pasadena, Conroe/Harris, Ft. Bend, Montgomery, Counties CoC",Sheltered Homeless Individuals,"2,405"
1/1/2011,TX,TX-700,"Houston, Pasadena, Conroe/Harris, Ft. Bend, Montgomery, Counties CoC",Sheltered Homeless People in Families,"1,648"
1/1/2011,TX,TX-700,"Houston, Pasadena, Conroe/Harris, Ft. Bend, Montgomery, Counties CoC",Sheltered Homeless Veterans,405
1/1/2011,TX,TX-700,"Houston, Pasadena, Conroe/Harris, Ft. Bend, Montgomery, Counties CoC",Total Homeless,"8,471"
1/1/2011,TX,TX-700,"Houston, Pasadena, Conroe/Harris, Ft. Bend, Montgomery, Counties CoC",Unsheltered Chronically Homeless,"1,591"
1/1/2011,TX,TX-700,"Houston, Pasadena, Conroe/Harris, Ft. Bend, Montgomery, Counties CoC",Unsheltered Chronically Homeless Individuals,"1,527"
1/1/2011,TX,TX-700,"Houston, Pasadena, Conroe/Harris, Ft. Bend, Montgomery, Counties CoC",Unsheltered Chronically Homeless People in Families,64
1/1/2011,TX,TX-700,"Houston, Pasadena, Conroe/Harris, Ft. Bend, Montgomery, Counties CoC",Unsheltered Homeless,"4,418"
1/1/2011,TX,TX-700,"Houston, Pasadena, Conroe/Harris, Ft. Bend, Montgomery, Counties CoC",Unsheltered Homeless Individuals,"3,888"
1/1/2011,TX,TX-700,"Houston, Pasadena, Conroe/Harris, Ft. Bend, Montgomery, Counties CoC",Unsheltered Homeless People in Families,530
1/1/2011,TX,TX-700,"Houston, Pasadena, Conroe/Harris, Ft. Bend, Montgomery, Counties CoC",Unsheltered Homeless Veterans,741
1/1/2011,TX,TX-701,Bryan/College Station/Brazos Valley CoC,Chronically Homeless,19
1/1/2011,TX,TX-701,Bryan/College Station/Brazos Valley CoC,Chronically Homeless Individuals,19
1/1/2011,TX,TX-701,Bryan/College Station/Brazos Valley CoC,Chronically Homeless People in Families,0
1/1/2011,TX,TX-701,Bryan/College Station/Brazos Valley CoC,Homeless Individuals,141
1/1/2011,TX,TX-701,Bryan/College Station/Brazos Valley CoC,Homeless People in Families,92
1/1/2011,TX,TX-701,Bryan/College Station/Brazos Valley CoC,Homeless Veterans,13
1/1/2011,TX,TX-701,Bryan/College Station/Brazos Valley CoC,Sheltered Chronically Homeless,19
1/1/2011,TX,TX-701,Bryan/College Station/Brazos Valley CoC,Sheltered Chronically Homeless Individuals,19
1/1/2011,TX,TX-701,Bryan/College Station/Brazos Valley CoC,Sheltered Chronically Homeless People in Families,0
1/1/2011,TX,TX-701,Bryan/College Station/Brazos Valley CoC,Sheltered Homeless,169
1/1/2011,TX,TX-701,Bryan/College Station/Brazos Valley CoC,Sheltered Homeless Individuals,93
1/1/2011,TX,TX-701,Bryan/College Station/Brazos Valley CoC,Sheltered Homeless People in Families,76
1/1/2011,TX,TX-701,Bryan/College Station/Brazos Valley CoC,Sheltered Homeless Veterans,13
1/1/2011,TX,TX-701,Bryan/College Station/Brazos Valley CoC,Total Homeless,233
1/1/2011,TX,TX-701,Bryan/College Station/Brazos Valley CoC,Unsheltered Chronically Homeless,0
1/1/2011,TX,TX-701,Bryan/College Station/Brazos Valley CoC,Unsheltered Chronically Homeless Individuals,0
1/1/2011,TX,TX-701,Bryan/College Station/Brazos Valley CoC,Unsheltered Chronically Homeless People in Families,0
1/1/2011,TX,TX-701,Bryan/College Station/Brazos Valley CoC,Unsheltered Homeless,64
1/1/2011,TX,TX-701,Bryan/College Station/Brazos Valley CoC,Unsheltered Homeless Individuals,48
1/1/2011,TX,TX-701,Bryan/College Station/Brazos Valley CoC,Unsheltered Homeless People in Families,16
1/1/2011,TX,TX-701,Bryan/College Station/Brazos Valley CoC,Unsheltered Homeless Veterans,0
1/1/2012,TX,TX-500,San Antonio/Bexar County CoC,Chronically Homeless,539
1/1/2012,TX,TX-500,San Antonio/Bexar County CoC,Chronically Homeless Individuals,526
1/1/2012,TX,TX-500,San Antonio/Bexar County CoC,Chronically Homeless People in Families,13
1/1/2012,TX,TX-500,San Antonio/Bexar County CoC,Homeless Individuals,"1,289"
1/1/2012,TX,TX-500,San Antonio/Bexar County CoC,Homeless People in Families,"2,381"
1/1/2012,TX,TX-500,San Antonio/Bexar County CoC,Homeless Veterans,286
1/1/2012,TX,TX-500,San Antonio/Bexar County CoC,Sheltered Chronically Homeless,285
1/1/2012,TX,TX-500,San Antonio/Bexar County CoC,Sheltered Chronically Homeless Individuals,272
1/1/2012,TX,TX-500,San Antonio/Bexar County CoC,Sheltered Chronically Homeless People in Families,13
1/1/2012,TX,TX-500,San Antonio/Bexar County CoC,Sheltered Homeless,"2,043"
1/1/2012,TX,TX-500,San Antonio/Bexar County CoC,Sheltered Homeless Individuals,499
1/1/2012,TX,TX-500,San Antonio/Bexar County CoC,Sheltered Homeless People in Families,"1,544"
1/1/2012,TX,TX-500,San Antonio/Bexar County CoC,Sheltered Homeless Veterans,221
1/1/2012,TX,TX-500,San Antonio/Bexar County CoC,Total Homeless,"3,670"
1/1/2012,TX,TX-500,San Antonio/Bexar County CoC,Unsheltered Chronically Homeless,254
1/1/2012,TX,TX-500,San Antonio/Bexar County CoC,Unsheltered Chronically Homeless Individuals,254
1/1/2012,TX,TX-500,San Antonio/Bexar County CoC,Unsheltered Chronically Homeless People in Families,0
1/1/2012,TX,TX-500,San Antonio/Bexar County CoC,Unsheltered Homeless,"1,627"
1/1/2012,TX,TX-500,San Antonio/Bexar County CoC,Unsheltered Homeless Individuals,790
1/1/2012,TX,TX-500,San Antonio/Bexar County CoC,Unsheltered Homeless People in Families,837
1/1/2012,TX,TX-500,San Antonio/Bexar County CoC,Unsheltered Homeless Veterans,65
1/1/2012,TX,TX-503,Austin/Travis County CoC,Chronically Homeless,733
1/1/2012,TX,TX-503,Austin/Travis County CoC,Chronically Homeless Individuals,708
1/1/2012,TX,TX-503,Austin/Travis County CoC,Chronically Homeless People in Families,25
1/1/2012,TX,TX-503,Austin/Travis County CoC,Homeless Individuals,"1,572"
1/1/2012,TX,TX-503,Austin/Travis County CoC,Homeless People in Families,672
1/1/2012,TX,TX-503,Austin/Travis County CoC,Homeless Veterans,353
1/1/2012,TX,TX-503,Austin/Travis County CoC,Sheltered Chronically Homeless,292
1/1/2012,TX,TX-503,Austin/Travis County CoC,Sheltered Chronically Homeless Individuals,270
1/1/2012,TX,TX-503,Austin/Travis County CoC,Sheltered Chronically Homeless People in Families,22
1/1/2012,TX,TX-503,Austin/Travis County CoC,Sheltered Homeless,"1,375"
1/1/2012,TX,TX-503,Austin/Travis County CoC,Sheltered Homeless Individuals,717
1/1/2012,TX,TX-503,Austin/Travis County CoC,Sheltered Homeless People in Families,658
1/1/2012,TX,TX-503,Austin/Travis County CoC,Sheltered Homeless Veterans,146
1/1/2012,TX,TX-503,Austin/Travis County CoC,Total Homeless,"2,244"
1/1/2012,TX,TX-503,Austin/Travis County CoC,Unsheltered Chronically Homeless,441
1/1/2012,TX,TX-503,Austin/Travis County CoC,Unsheltered Chronically Homeless Individuals,438
1/1/2012,TX,TX-503,Austin/Travis County CoC,Unsheltered Chronically Homeless People in Families,3
1/1/2012,TX,TX-503,Austin/Travis County CoC,Unsheltered Homeless,869
1/1/2012,TX,TX-503,Austin/Travis County CoC,Unsheltered Homeless Individuals,855
1/1/2012,TX,TX-503,Austin/Travis County CoC,Unsheltered Homeless People in Families,14
1/1/2012,TX,TX-503,Austin/Travis County CoC,Unsheltered Homeless Veterans,207
1/1/2012,TX,TX-600,Dallas City & County/Irving CoC,Chronically Homeless,442
1/1/2012,TX,TX-600,Dallas City & County/Irving CoC,Chronically Homeless Individuals,434
1/1/2012,TX,TX-600,Dallas City & County/Irving CoC,Chronically Homeless People in Families,8
1/1/2012,TX,TX-600,Dallas City & County/Irving CoC,Homeless Individuals,"1,598"
1/1/2012,TX,TX-600,Dallas City & County/Irving CoC,Homeless People in Families,"1,849"
1/1/2012,TX,TX-600,Dallas City & County/Irving CoC,Homeless Veterans,409
1/1/2012,TX,TX-600,Dallas City & County/Irving CoC,Sheltered Chronically Homeless,298
1/1/2012,TX,TX-600,Dallas City & County/Irving CoC,Sheltered Chronically Homeless Individuals,291
1/1/2012,TX,TX-600,Dallas City & County/Irving CoC,Sheltered Chronically Homeless People in Families,7
1/1/2012,TX,TX-600,Dallas City & County/Irving CoC,Sheltered Homeless,"3,242"
1/1/2012,TX,TX-600,Dallas City & County/Irving CoC,Sheltered Homeless Individuals,"1,406"
1/1/2012,TX,TX-600,Dallas City & County/Irving CoC,Sheltered Homeless People in Families,"1,836"
1/1/2012,TX,TX-600,Dallas City & County/Irving CoC,Sheltered Homeless Veterans,346
1/1/2012,TX,TX-600,Dallas City & County/Irving CoC,Total Homeless,"3,447"
1/1/2012,TX,TX-600,Dallas City & County/Irving CoC,Unsheltered Chronically Homeless,144
1/1/2012,TX,TX-600,Dallas City & County/Irving CoC,Unsheltered Chronically Homeless Individuals,143
1/1/2012,TX,TX-600,Dallas City & County/Irving CoC,Unsheltered Chronically Homeless People in Families,1
1/1/2012,TX,TX-600,Dallas City & County/Irving CoC,Unsheltered Homeless,205
1/1/2012,TX,TX-600,Dallas City & County/Irving CoC,Unsheltered Homeless Individuals,192
1/1/2012,TX,TX-600,Dallas City & County/Irving CoC,Unsheltered Homeless People in Families,13
1/1/2012,TX,TX-600,Dallas City & County/Irving CoC,Unsheltered Homeless Veterans,63
1/1/2012,TX,TX-601,Fort Worth/Arlington/Tarrant County CoC,Chronically Homeless,225
1/1/2012,TX,TX-601,Fort Worth/Arlington/Tarrant County CoC,Chronically Homeless Individuals,219
1/1/2012,TX,TX-601,Fort Worth/Arlington/Tarrant County CoC,Chronically Homeless People in Families,6
1/1/2012,TX,TX-601,Fort Worth/Arlington/Tarrant County CoC,Homeless Individuals,"1,269"
1/1/2012,TX,TX-601,Fort Worth/Arlington/Tarrant County CoC,Homeless People in Families,854
1/1/2012,TX,TX-601,Fort Worth/Arlington/Tarrant County CoC,Homeless Veterans,164
1/1/2012,TX,TX-601,Fort Worth/Arlington/Tarrant County CoC,Sheltered Chronically Homeless,187
1/1/2012,TX,TX-601,Fort Worth/Arlington/Tarrant County CoC,Sheltered Chronically Homeless Individuals,181
1/1/2012,TX,TX-601,Fort Worth/Arlington/Tarrant County CoC,Sheltered Chronically Homeless People in Families,6
1/1/2012,TX,TX-601,Fort Worth/Arlington/Tarrant County CoC,Sheltered Homeless,"1,987"
1/1/2012,TX,TX-601,Fort Worth/Arlington/Tarrant County CoC,Sheltered Homeless Individuals,"1,135"
1/1/2012,TX,TX-601,Fort Worth/Arlington/Tarrant County CoC,Sheltered Homeless People in Families,852
1/1/2012,TX,TX-601,Fort Worth/Arlington/Tarrant County CoC,Sheltered Homeless Veterans,136
1/1/2012,TX,TX-601,Fort Worth/Arlington/Tarrant County CoC,Total Homeless,"2,123"
1/1/2012,TX,TX-601,Fort Worth/Arlington/Tarrant County CoC,Unsheltered Chronically Homeless,38
1/1/2012,TX,TX-601,Fort Worth/Arlington/Tarrant County CoC,Unsheltered Chronically Homeless Individuals,38
1/1/2012,TX,TX-601,Fort Worth/Arlington/Tarrant County CoC,Unsheltered Chronically Homeless People in Families,0
1/1/2012,TX,TX-601,Fort Worth/Arlington/Tarrant County CoC,Unsheltered Homeless,136
1/1/2012,TX,TX-601,Fort Worth/Arlington/Tarrant County CoC,Unsheltered Homeless Individuals,134
1/1/2012,TX,TX-601,Fort Worth/Arlington/Tarrant County CoC,Unsheltered Homeless People in Families,2
1/1/2012,TX,TX-601,Fort Worth/Arlington/Tarrant County CoC,Unsheltered Homeless Veterans,28
1/1/2012,TX,TX-603,El Paso City & County CoC,Chronically Homeless,115
1/1/2012,TX,TX-603,El Paso City & County CoC,Chronically Homeless Individuals,105
1/1/2012,TX,TX-603,El Paso City & County CoC,Chronically Homeless People in Families,10
1/1/2012,TX,TX-603,El Paso City & County CoC,Homeless Individuals,742
1/1/2012,TX,TX-603,El Paso City & County CoC,Homeless People in Families,494
1/1/2012,TX,TX-603,El Paso City & County CoC,Homeless Veterans,112
1/1/2012,TX,TX-603,El Paso City & County CoC,Sheltered Chronically Homeless,75
1/1/2012,TX,TX-603,El Paso City & County CoC,Sheltered Chronically Homeless Individuals,65
1/1/2012,TX,TX-603,El Paso City & County CoC,Sheltered Chronically Homeless People in Families,10
1/1/2012,TX,TX-603,El Paso City & County CoC,Sheltered Homeless,"1,054"
1/1/2012,TX,TX-603,El Paso City & County CoC,Sheltered Homeless Individuals,560
1/1/2012,TX,TX-603,El Paso City & County CoC,Sheltered Homeless People in Families,494
1/1/2012,TX,TX-603,El Paso City & County CoC,Sheltered Homeless Veterans,65
1/1/2012,TX,TX-603,El Paso City & County CoC,Total Homeless,"1,236"
1/1/2012,TX,TX-603,El Paso City & County CoC,Unsheltered Chronically Homeless,40
1/1/2012,TX,TX-603,El Paso City & County CoC,Unsheltered Chronically Homeless Individuals,40
1/1/2012,TX,TX-603,El Paso City & County CoC,Unsheltered Chronically Homeless People in Families,0
1/1/2012,TX,TX-603,El Paso City & County CoC,Unsheltered Homeless,182
1/1/2012,TX,TX-603,El Paso City & County CoC,Unsheltered Homeless Individuals,182
1/1/2012,TX,TX-603,El Paso City & County CoC,Unsheltered Homeless People in Families,0
1/1/2012,TX,TX-603,El Paso City & County CoC,Unsheltered Homeless Veterans,47
1/1/2012,TX,TX-604,Waco/McLennan County CoC,Chronically Homeless,34
1/1/2012,TX,TX-604,Waco/McLennan County CoC,Chronically Homeless Individuals,29
1/1/2012,TX,TX-604,Waco/McLennan County CoC,Chronically Homeless People in Families,5
1/1/2012,TX,TX-604,Waco/McLennan County CoC,Homeless Individuals,162
1/1/2012,TX,TX-604,Waco/McLennan County CoC,Homeless People in Families,157
1/1/2012,TX,TX-604,Waco/McLennan County CoC,Homeless Veterans,58
1/1/2012,TX,TX-604,Waco/McLennan County CoC,Sheltered Chronically Homeless,2
1/1/2012,TX,TX-604,Waco/McLennan County CoC,Sheltered Chronically Homeless Individuals,2
1/1/2012,TX,TX-604,Waco/McLennan County CoC,Sheltered Chronically Homeless People in Families,0
1/1/2012,TX,TX-604,Waco/McLennan County CoC,Sheltered Homeless,258
1/1/2012,TX,TX-604,Waco/McLennan County CoC,Sheltered Homeless Individuals,106
1/1/2012,TX,TX-604,Waco/McLennan County CoC,Sheltered Homeless People in Families,152
1/1/2012,TX,TX-604,Waco/McLennan County CoC,Sheltered Homeless Veterans,41
1/1/2012,TX,TX-604,Waco/McLennan County CoC,Total Homeless,319
1/1/2012,TX,TX-604,Waco/McLennan County CoC,Unsheltered Chronically Homeless,32
1/1/2012,TX,TX-604,Waco/McLennan County CoC,Unsheltered Chronically Homeless Individuals,27
1/1/2012,TX,TX-604,Waco/McLennan County CoC,Unsheltered Chronically Homeless People in Families,5
1/1/2012,TX,TX-604,Waco/McLennan County CoC,Unsheltered Homeless,61
1/1/2012,TX,TX-604,Waco/McLennan County CoC,Unsheltered Homeless Individuals,56
1/1/2012,TX,TX-604,Waco/McLennan County CoC,Unsheltered Homeless People in Families,5
1/1/2012,TX,TX-604,Waco/McLennan County CoC,Unsheltered Homeless Veterans,17
1/1/2012,TX,TX-607,Texas Balance of State (BoS) CoC,Chronically Homeless,"2,895"
1/1/2012,TX,TX-607,Texas Balance of State (BoS) CoC,Chronically Homeless Individuals,"2,528"
1/1/2012,TX,TX-607,Texas Balance of State (BoS) CoC,Chronically Homeless People in Families,367
1/1/2012,TX,TX-607,Texas Balance of State (BoS) CoC,Homeless Individuals,"7,727"
1/1/2012,TX,TX-607,Texas Balance of State (BoS) CoC,Homeless People in Families,"5,037"
1/1/2012,TX,TX-607,Texas Balance of State (BoS) CoC,Homeless Veterans,"1,728"
1/1/2012,TX,TX-607,Texas Balance of State (BoS) CoC,Sheltered Chronically Homeless,670
1/1/2012,TX,TX-607,Texas Balance of State (BoS) CoC,Sheltered Chronically Homeless Individuals,473
1/1/2012,TX,TX-607,Texas Balance of State (BoS) CoC,Sheltered Chronically Homeless People in Families,197
1/1/2012,TX,TX-607,Texas Balance of State (BoS) CoC,Sheltered Homeless,"3,342"
1/1/2012,TX,TX-607,Texas Balance of State (BoS) CoC,Sheltered Homeless Individuals,"1,952"
1/1/2012,TX,TX-607,Texas Balance of State (BoS) CoC,Sheltered Homeless People in Families,"1,390"
1/1/2012,TX,TX-607,Texas Balance of State (BoS) CoC,Sheltered Homeless Veterans,461
1/1/2012,TX,TX-607,Texas Balance of State (BoS) CoC,Total Homeless,"12,764"
1/1/2012,TX,TX-607,Texas Balance of State (BoS) CoC,Unsheltered Chronically Homeless,"2,225"
1/1/2012,TX,TX-607,Texas Balance of State (BoS) CoC,Unsheltered Chronically Homeless Individuals,"2,055"
1/1/2012,TX,TX-607,Texas Balance of State (BoS) CoC,Unsheltered Chronically Homeless People in Families,170
1/1/2012,TX,TX-607,Texas Balance of State (BoS) CoC,Unsheltered Homeless,"9,422"
1/1/2012,TX,TX-607,Texas Balance of State (BoS) CoC,Unsheltered Homeless Individuals,"5,775"
1/1/2012,TX,TX-607,Texas Balance of State (BoS) CoC,Unsheltered Homeless People in Families,"3,647"
1/1/2012,TX,TX-607,Texas Balance of State (BoS) CoC,Unsheltered Homeless Veterans,"1,267"
1/1/2012,TX,TX-611,Amarillo CoC,Chronically Homeless,77
1/1/2012,TX,TX-611,Amarillo CoC,Chronically Homeless Individuals,72
1/1/2012,TX,TX-611,Amarillo CoC,Chronically Homeless People in Families,5
1/1/2012,TX,TX-611,Amarillo CoC,Homeless Individuals,383
1/1/2012,TX,TX-611,Amarillo CoC,Homeless People in Families,145
1/1/2012,TX,TX-611,Amarillo CoC,Homeless Veterans,79
1/1/2012,TX,TX-611,Amarillo CoC,Sheltered Chronically Homeless,55
1/1/2012,TX,TX-611,Amarillo CoC,Sheltered Chronically Homeless Individuals,51
1/1/2012,TX,TX-611,Amarillo CoC,Sheltered Chronically Homeless People in Families,4
1/1/2012,TX,TX-611,Amarillo CoC,Sheltered Homeless,477
1/1/2012,TX,TX-611,Amarillo CoC,Sheltered Homeless Individuals,332
1/1/2012,TX,TX-611,Amarillo CoC,Sheltered Homeless People in Families,145
1/1/2012,TX,TX-611,Amarillo CoC,Sheltered Homeless Veterans,75
1/1/2012,TX,TX-611,Amarillo CoC,Total Homeless,528
1/1/2012,TX,TX-611,Amarillo CoC,Unsheltered Chronically Homeless,22
1/1/2012,TX,TX-611,Amarillo CoC,Unsheltered Chronically Homeless Individuals,21
1/1/2012,TX,TX-611,Amarillo CoC,Unsheltered Chronically Homeless People in Families,1
1/1/2012,TX,TX-611,Amarillo CoC,Unsheltered Homeless,51
1/1/2012,TX,TX-611,Amarillo CoC,Unsheltered Homeless Individuals,51
1/1/2012,TX,TX-611,Amarillo CoC,Unsheltered Homeless People in Families,0
1/1/2012,TX,TX-611,Amarillo CoC,Unsheltered Homeless Veterans,4
1/1/2012,TX,TX-624,"Wichita Falls/Wise, Palo Pinto, Wichita, Archer Counties CoC",Chronically Homeless,118
1/1/2012,TX,TX-624,"Wichita Falls/Wise, Palo Pinto, Wichita, Archer Counties CoC",Chronically Homeless Individuals,110
1/1/2012,TX,TX-624,"Wichita Falls/Wise, Palo Pinto, Wichita, Archer Counties CoC",Chronically Homeless People in Families,8
1/1/2012,TX,TX-624,"Wichita Falls/Wise, Palo Pinto, Wichita, Archer Counties CoC",Homeless Individuals,182
1/1/2012,TX,TX-624,"Wichita Falls/Wise, Palo Pinto, Wichita, Archer Counties CoC",Homeless People in Families,44
1/1/2012,TX,TX-624,"Wichita Falls/Wise, Palo Pinto, Wichita, Archer Counties CoC",Homeless Veterans,6
1/1/2012,TX,TX-624,"Wichita Falls/Wise, Palo Pinto, Wichita, Archer Counties CoC",Sheltered Chronically Homeless,88
1/1/2012,TX,TX-624,"Wichita Falls/Wise, Palo Pinto, Wichita, Archer Counties CoC",Sheltered Chronically Homeless Individuals,80
